/home/kana5123/miniconda3/envs/interp/lib/python3.10/site-packages/transformers/models/auto/image_processing_auto.py:647: FutureWarning: The image_processor_class argument is deprecated and will be removed in v4.42. Please use `slow_image_processor_class`, or `fast_image_processor_class` instead
  warnings.warn(
`torch_dtype` is deprecated! Use `dtype` instead!
  D1 [28/175] skill=open H=3.826 top1=0.124
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 338, 'total_seq_len': 338, 'num_vision_tokens': 313, 'num_text_tokens': 338, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 338)], 'text_ranges': [(313, 338)]}
  D1 [29/175] skill=open H=0.490 top1=0.913
  Text input_ids length: 346
  Full sequence length (after vision expansion): 346
  Vision tokens (from seq diff): 0, Text tokens: 346
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 346, 'total_seq_len': 346, 'num_vision_tokens': 313, 'num_text_tokens': 346, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 346)], 'text_ranges': [(313, 346)]}
  D1 [30/175] skill=move H=2.015 top1=0.572
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 338, 'total_seq_len': 338, 'num_vision_tokens': 313, 'num_text_tokens': 338, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 338)], 'text_ranges': [(313, 338)]}
  D1 [31/175] skill=place H=0.305 top1=0.947
  Text input_ids length: 343
  Full sequence length (after vision expansion): 343
  Vision tokens (from seq diff): 0, Text tokens: 343
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 343, 'total_seq_len': 343, 'num_vision_tokens': 313, 'num_text_tokens': 343, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 343)], 'text_ranges': [(313, 343)]}
  D1 [32/175] skill=place H=1.181 top1=0.565
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 338, 'total_seq_len': 338, 'num_vision_tokens': 313, 'num_text_tokens': 338, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 338)], 'text_ranges': [(313, 338)]}
  D1 [33/175] skill=move H=2.178 top1=0.324
  Text input_ids length: 343
  Full sequence length (after vision expansion): 343
  Vision tokens (from seq diff): 0, Text tokens: 343
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 343, 'total_seq_len': 343, 'num_vision_tokens': 313, 'num_text_tokens': 343, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 343)], 'text_ranges': [(313, 343)]}
  D1 [34/175] skill=place H=1.585 top1=0.618
  Text input_ids length: 346
  Full sequence length (after vision expansion): 346
  Vision tokens (from seq diff): 0, Text tokens: 346
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 346, 'total_seq_len': 346, 'num_vision_tokens': 313, 'num_text_tokens': 346, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 346)], 'text_ranges': [(313, 346)]}
  D1 [35/175] skill=move H=5.970 top1=0.136
  Text input_ids length: 337
  Full sequence length (after vision expansion): 337
  Vision tokens (from seq diff): 0, Text tokens: 337
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 337, 'total_seq_len': 337, 'num_vision_tokens': 313, 'num_text_tokens': 337, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 337)], 'text_ranges': [(313, 337)]}
  D1 [36/175] skill=close H=0.513 top1=0.889
  Text input_ids length: 337
  Full sequence length (after vision expansion): 337
  Vision tokens (from seq diff): 0, Text tokens: 337
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 337, 'total_seq_len': 337, 'num_vision_tokens': 313, 'num_text_tokens': 337, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 337)], 'text_ranges': [(313, 337)]}
  D1 [37/175] skill=close H=2.025 top1=0.504
  Text input_ids length: 337
  Full sequence length (after vision expansion): 337
  Vision tokens (from seq diff): 0, Text tokens: 337
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 337, 'total_seq_len': 337, 'num_vision_tokens': 313, 'num_text_tokens': 337, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 337)], 'text_ranges': [(313, 337)]}
  D1 [38/175] skill=close H=3.645 top1=0.194
  Text input_ids length: 345
  Full sequence length (after vision expansion): 345
  Vision tokens (from seq diff): 0, Text tokens: 345
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 345, 'total_seq_len': 345, 'num_vision_tokens': 313, 'num_text_tokens': 345, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 345)], 'text_ranges': [(313, 345)]}
  D1 [39/175] skill=move H=2.806 top1=0.312
  Text input_ids length: 346
  Full sequence length (after vision expansion): 346
  Vision tokens (from seq diff): 0, Text tokens: 346
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 346, 'total_seq_len': 346, 'num_vision_tokens': 313, 'num_text_tokens': 346, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 346)], 'text_ranges': [(313, 346)]}
  D1 [40/175] skill=pick H=1.008 top1=0.699
  Text input_ids length: 349
  Full sequence length (after vision expansion): 349
  Vision tokens (from seq diff): 0, Text tokens: 349
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 349, 'total_seq_len': 349, 'num_vision_tokens': 313, 'num_text_tokens': 349, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 349)], 'text_ranges': [(313, 349)]}
  D1 [41/175] skill=place H=0.984 top1=0.642
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 338, 'total_seq_len': 338, 'num_vision_tokens': 313, 'num_text_tokens': 338, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 338)], 'text_ranges': [(313, 338)]}
  D1 [42/175] skill=place H=1.093 top1=0.669
  Text input_ids length: 342
  Full sequence length (after vision expansion): 342
  Vision tokens (from seq diff): 0, Text tokens: 342
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 342, 'total_seq_len': 342, 'num_vision_tokens': 313, 'num_text_tokens': 342, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 342)], 'text_ranges': [(313, 342)]}
  D1 [43/175] skill=fold H=4.034 top1=0.262
  Text input_ids length: 342
  Full sequence length (after vision expansion): 342
  Vision tokens (from seq diff): 0, Text tokens: 342
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 342, 'total_seq_len': 342, 'num_vision_tokens': 313, 'num_text_tokens': 342, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 342)], 'text_ranges': [(313, 342)]}
  D1 [44/175] skill=place H=1.506 top1=0.566
  Text input_ids length: 341
  Full sequence length (after vision expansion): 341
  Vision tokens (from seq diff): 0, Text tokens: 341
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 341, 'total_seq_len': 341, 'num_vision_tokens': 313, 'num_text_tokens': 341, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 341)], 'text_ranges': [(313, 341)]}
  D1 [45/175] skill=fold H=4.687 top1=0.268
  Text input_ids length: 336
  Full sequence length (after vision expansion): 336
  Vision tokens (from seq diff): 0, Text tokens: 336
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 336, 'total_seq_len': 336, 'num_vision_tokens': 313, 'num_text_tokens': 336, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 336)], 'text_ranges': [(313, 336)]}
  D1 [46/175] skill=close H=0.855 top1=0.849
  Text input_ids length: 341
  Full sequence length (after vision expansion): 341
  Vision tokens (from seq diff): 0, Text tokens: 341
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 341, 'total_seq_len': 341, 'num_vision_tokens': 313, 'num_text_tokens': 341, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 341)], 'text_ranges': [(313, 341)]}
  D1 [47/175] skill=turn H=5.206 top1=0.142
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 338, 'total_seq_len': 338, 'num_vision_tokens': 313, 'num_text_tokens': 338, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 338)], 'text_ranges': [(313, 338)]}
  D1 [48/175] skill=turn H=2.634 top1=0.357
  Text input_ids length: 346
  Full sequence length (after vision expansion): 346
  Vision tokens (from seq diff): 0, Text tokens: 346
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 346, 'total_seq_len': 346, 'num_vision_tokens': 313, 'num_text_tokens': 346, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 346)], 'text_ranges': [(313, 346)]}
  D1 [49/175] skill=place H=1.057 top1=0.780
  Text input_ids length: 336
  Full sequence length (after vision expansion): 336
  Vision tokens (from seq diff): 0, Text tokens: 336
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 336, 'total_seq_len': 336, 'num_vision_tokens': 313, 'num_text_tokens': 336, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 336)], 'text_ranges': [(313, 336)]}
  D1 [50/175] skill=open H=1.810 top1=0.590
  Text input_ids length: 336
  Full sequence length (after vision expansion): 336
  Vision tokens (from seq diff): 0, Text tokens: 336
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 336, 'total_seq_len': 336, 'num_vision_tokens': 313, 'num_text_tokens': 336, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 336)], 'text_ranges': [(313, 336)]}
  D1 [51/175] skill=open H=1.669 top1=0.512
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 338, 'total_seq_len': 338, 'num_vision_tokens': 313, 'num_text_tokens': 338, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 338)], 'text_ranges': [(313, 338)]}
  D1 [52/175] skill=move H=0.526 top1=0.839
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 338, 'total_seq_len': 338, 'num_vision_tokens': 313, 'num_text_tokens': 338, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 338)], 'text_ranges': [(313, 338)]}
  D1 [53/175] skill=close H=0.085 top1=0.991
  Text input_ids length: 349
  Full sequence length (after vision expansion): 349
  Vision tokens (from seq diff): 0, Text tokens: 349
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 349, 'total_seq_len': 349, 'num_vision_tokens': 313, 'num_text_tokens': 349, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 349)], 'text_ranges': [(313, 349)]}
  D1 [54/175] skill=place H=1.313 top1=0.540
  Text input_ids length: 341
  Full sequence length (after vision expansion): 341
  Vision tokens (from seq diff): 0, Text tokens: 341
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 341, 'total_seq_len': 341, 'num_vision_tokens': 313, 'num_text_tokens': 341, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 341)], 'text_ranges': [(313, 341)]}
  D1 [55/175] skill=turn H=1.488 top1=0.591
  Text input_ids length: 342
  Full sequence length (after vision expansion): 342
  Vision tokens (from seq diff): 0, Text tokens: 342
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 342, 'total_seq_len': 342, 'num_vision_tokens': 313, 'num_text_tokens': 342, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 342)], 'text_ranges': [(313, 342)]}
  D1 [56/175] skill=fold H=1.102 top1=0.782
  Text input_ids length: 343
  Full sequence length (after vision expansion): 343
  Vision tokens (from seq diff): 0, Text tokens: 343
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 343, 'total_seq_len': 343, 'num_vision_tokens': 313, 'num_text_tokens': 343, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 343)], 'text_ranges': [(313, 343)]}
  D1 [57/175] skill=fold H=0.219 top1=0.966
  Text input_ids length: 341
  Full sequence length (after vision expansion): 341
  Vision tokens (from seq diff): 0, Text tokens: 341
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 341, 'total_seq_len': 341, 'num_vision_tokens': 313, 'num_text_tokens': 341, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 341)], 'text_ranges': [(313, 341)]}
  D1 [58/175] skill=fold H=0.540 top1=0.902
  Text input_ids length: 337
  Full sequence length (after vision expansion): 337
  Vision tokens (from seq diff): 0, Text tokens: 337
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 337, 'total_seq_len': 337, 'num_vision_tokens': 313, 'num_text_tokens': 337, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 337)], 'text_ranges': [(313, 337)]}
  D1 [59/175] skill=open H=3.523 top1=0.249
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 338, 'total_seq_len': 338, 'num_vision_tokens': 313, 'num_text_tokens': 338, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 338)], 'text_ranges': [(313, 338)]}
  D1 [60/175] skill=turn H=4.052 top1=0.151
  Text input_ids length: 343
  Full sequence length (after vision expansion): 343
  Vision tokens (from seq diff): 0, Text tokens: 343
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 343, 'total_seq_len': 343, 'num_vision_tokens': 313, 'num_text_tokens': 343, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 343)], 'text_ranges': [(313, 343)]}
  D1 [61/175] skill=fold H=0.402 top1=0.955
  Text input_ids length: 342
  Full sequence length (after vision expansion): 342
  Vision tokens (from seq diff): 0, Text tokens: 342
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 342, 'total_seq_len': 342, 'num_vision_tokens': 313, 'num_text_tokens': 342, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 342)], 'text_ranges': [(313, 342)]}
  D1 [62/175] skill=fold H=1.883 top1=0.452
  Text input_ids length: 337
  Full sequence length (after vision expansion): 337
  Vision tokens (from seq diff): 0, Text tokens: 337
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 337, 'total_seq_len': 337, 'num_vision_tokens': 313, 'num_text_tokens': 337, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 337)], 'text_ranges': [(313, 337)]}
  D1 [63/175] skill=open H=4.829 top1=0.163
  Text input_ids length: 337
  Full sequence length (after vision expansion): 337
  Vision tokens (from seq diff): 0, Text tokens: 337
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 337, 'total_seq_len': 337, 'num_vision_tokens': 313, 'num_text_tokens': 337, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 337)], 'text_ranges': [(313, 337)]}
  D1 [64/175] skill=open H=0.056 top1=0.994
  Text input_ids length: 346
  Full sequence length (after vision expansion): 346
  Vision tokens (from seq diff): 0, Text tokens: 346
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 346, 'total_seq_len': 346, 'num_vision_tokens': 313, 'num_text_tokens': 346, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 346)], 'text_ranges': [(313, 346)]}
  D1 [65/175] skill=pick H=1.966 top1=0.408
  Text input_ids length: 336
  Full sequence length (after vision expansion): 336
  Vision tokens (from seq diff): 0, Text tokens: 336
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 336, 'total_seq_len': 336, 'num_vision_tokens': 313, 'num_text_tokens': 336, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 336)], 'text_ranges': [(313, 336)]}
  D1 [66/175] skill=open H=0.395 top1=0.915
  Text input_ids length: 341
  Full sequence length (after vision expansion): 341
  Vision tokens (from seq diff): 0, Text tokens: 341
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 341, 'total_seq_len': 341, 'num_vision_tokens': 313, 'num_text_tokens': 341, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 341)], 'text_ranges': [(313, 341)]}
  D1 [67/175] skill=place H=1.474 top1=0.610
  Text input_ids length: 336
  Full sequence length (after vision expansion): 336
  Vision tokens (from seq diff): 0, Text tokens: 336
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 336, 'total_seq_len': 336, 'num_vision_tokens': 313, 'num_text_tokens': 336, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 336)], 'text_ranges': [(313, 336)]}
  D1 [68/175] skill=open H=2.137 top1=0.306
  Text input_ids length: 337
  Full sequence length (after vision expansion): 337
  Vision tokens (from seq diff): 0, Text tokens: 337
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 337, 'total_seq_len': 337, 'num_vision_tokens': 313, 'num_text_tokens': 337, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 337)], 'text_ranges': [(313, 337)]}
  D1 [69/175] skill=close H=2.148 top1=0.359
  Text input_ids length: 343
  Full sequence length (after vision expansion): 343
  Vision tokens (from seq diff): 0, Text tokens: 343
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 343, 'total_seq_len': 343, 'num_vision_tokens': 313, 'num_text_tokens': 343, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 343)], 'text_ranges': [(313, 343)]}
  D1 [70/175] skill=fold H=0.137 top1=0.980
  Text input_ids length: 342
  Full sequence length (after vision expansion): 342
  Vision tokens (from seq diff): 0, Text tokens: 342
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 342, 'total_seq_len': 342, 'num_vision_tokens': 313, 'num_text_tokens': 342, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 342)], 'text_ranges': [(313, 342)]}
  D1 [71/175] skill=fold H=1.722 top1=0.760
  Text input_ids length: 337
  Full sequence length (after vision expansion): 337
  Vision tokens (from seq diff): 0, Text tokens: 337
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 337, 'total_seq_len': 337, 'num_vision_tokens': 313, 'num_text_tokens': 337, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 337)], 'text_ranges': [(313, 337)]}
  D1 [72/175] skill=close H=4.586 top1=0.250
  Text input_ids length: 336
  Full sequence length (after vision expansion): 336
  Vision tokens (from seq diff): 0, Text tokens: 336
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 336, 'total_seq_len': 336, 'num_vision_tokens': 313, 'num_text_tokens': 336, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 336)], 'text_ranges': [(313, 336)]}
  D1 [73/175] skill=close H=1.818 top1=0.693
  Text input_ids length: 340
  Full sequence length (after vision expansion): 340
  Vision tokens (from seq diff): 0, Text tokens: 340
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 340, 'total_seq_len': 340, 'num_vision_tokens': 313, 'num_text_tokens': 340, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 340)], 'text_ranges': [(313, 340)]}
  D1 [74/175] skill=place H=1.997 top1=0.514
  Text input_ids length: 340
  Full sequence length (after vision expansion): 340
  Vision tokens (from seq diff): 0, Text tokens: 340
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 340, 'total_seq_len': 340, 'num_vision_tokens': 313, 'num_text_tokens': 340, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 340)], 'text_ranges': [(313, 340)]}
  D1 [75/175] skill=fold H=3.196 top1=0.434
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 338, 'total_seq_len': 338, 'num_vision_tokens': 313, 'num_text_tokens': 338, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 338)], 'text_ranges': [(313, 338)]}
  D1 [76/175] skill=turn H=2.006 top1=0.328
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 338, 'total_seq_len': 338, 'num_vision_tokens': 313, 'num_text_tokens': 338, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 338)], 'text_ranges': [(313, 338)]}
  D1 [77/175] skill=place H=5.713 top1=0.340
  Text input_ids length: 339
  Full sequence length (after vision expansion): 339
  Vision tokens (from seq diff): 0, Text tokens: 339
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 339, 'total_seq_len': 339, 'num_vision_tokens': 313, 'num_text_tokens': 339, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 339)], 'text_ranges': [(313, 339)]}
  D1 [78/175] skill=pick H=2.584 top1=0.470
  Text input_ids length: 337
  Full sequence length (after vision expansion): 337
  Vision tokens (from seq diff): 0, Text tokens: 337
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 337, 'total_seq_len': 337, 'num_vision_tokens': 313, 'num_text_tokens': 337, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 337)], 'text_ranges': [(313, 337)]}
  D1 [79/175] skill=close H=1.882 top1=0.484
  Text input_ids length: 342
  Full sequence length (after vision expansion): 342
  Vision tokens (from seq diff): 0, Text tokens: 342
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 342, 'total_seq_len': 342, 'num_vision_tokens': 313, 'num_text_tokens': 342, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 342)], 'text_ranges': [(313, 342)]}
  D1 [80/175] skill=place H=2.128 top1=0.609
  Text input_ids length: 340
  Full sequence length (after vision expansion): 340
  Vision tokens (from seq diff): 0, Text tokens: 340
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 340, 'total_seq_len': 340, 'num_vision_tokens': 313, 'num_text_tokens': 340, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 340)], 'text_ranges': [(313, 340)]}
  D1 [81/175] skill=place H=0.831 top1=0.860
  Text input_ids length: 343
  Full sequence length (after vision expansion): 343
  Vision tokens (from seq diff): 0, Text tokens: 343
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 343, 'total_seq_len': 343, 'num_vision_tokens': 313, 'num_text_tokens': 343, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 343)], 'text_ranges': [(313, 343)]}
  D1 [82/175] skill=fold H=3.110 top1=0.487
  Text input_ids length: 340
  Full sequence length (after vision expansion): 340
  Vision tokens (from seq diff): 0, Text tokens: 340
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 340, 'total_seq_len': 340, 'num_vision_tokens': 313, 'num_text_tokens': 340, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 340)], 'text_ranges': [(313, 340)]}
  D1 [83/175] skill=place H=0.340 top1=0.940
  Text input_ids length: 336
  Full sequence length (after vision expansion): 336
  Vision tokens (from seq diff): 0, Text tokens: 336
  (Processor-embedded vision tokens detected: 313 at [0:313])
  Token boundaries: {'vision_start': 0, 'vision_end': 313, 'text_start': 313, 'text_end': 336, 'total_seq_len': 336, 'num_vision_tokens': 313, 'num_text_tokens': 336, 'pre_image_tokens': 0, 'text_query_ranges': [(313, 336)], 'text_ranges': [(313, 336)]}
  D1 [84/175] skill=close H=2.105 top1=0.540
  Text input_ids length: 338
  Full sequence length (after vision expansion): 338
  Vision tokens (from seq diff): 0, Text tokens: 338
  (Processor-embedded vision tokens detected: 313 at [0:313])
