Using a slow image processor as `use_fast` is unset and a slow processor was saved with this model. `use_fast=True` will be the default behavior in v4.52, even if the model was saved with a slow processor. This will result in minor differences in outputs. You'll still be able to use a slow processor with `use_fast=False`.
/home/kana5123/miniconda3/envs/interp/lib/python3.10/site-packages/transformers/models/auto/modeling_auto.py:2284: FutureWarning: The class `AutoModelForVision2Seq` is deprecated and will be removed in v5.0. Please use `AutoModelForImageTextToText` instead.
  warnings.warn(
`torch_dtype` is deprecated! Use `dtype` instead!
  Vision tokens (from seq diff): 256, Text tokens: 24
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 280, 'total_seq_len': 280, 'num_vision_tokens': 256, 'num_text_tokens': 24, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 280)], 'text_ranges': [(256, 280)]}
  D1 [32/175] skill=place H=0.795 top1=0.814
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [33/175] skill=move H=3.174 top1=0.177
  Text input_ids length: 24
  Full sequence length (after vision expansion): 280
  Vision tokens (from seq diff): 256, Text tokens: 24
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 280, 'total_seq_len': 280, 'num_vision_tokens': 256, 'num_text_tokens': 24, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 280)], 'text_ranges': [(256, 280)]}
  D1 [34/175] skill=place H=1.496 top1=0.707
  Text input_ids length: 27
  Full sequence length (after vision expansion): 283
  Vision tokens (from seq diff): 256, Text tokens: 27
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 283, 'total_seq_len': 283, 'num_vision_tokens': 256, 'num_text_tokens': 27, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 283)], 'text_ranges': [(256, 283)]}
  D1 [35/175] skill=move H=0.994 top1=0.819
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [36/175] skill=close H=0.950 top1=0.872
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [37/175] skill=close H=1.316 top1=0.796
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [38/175] skill=close H=0.019 top1=0.998
  Text input_ids length: 26
  Full sequence length (after vision expansion): 282
  Vision tokens (from seq diff): 256, Text tokens: 26
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 282, 'total_seq_len': 282, 'num_vision_tokens': 256, 'num_text_tokens': 26, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 282)], 'text_ranges': [(256, 282)]}
  D1 [39/175] skill=move H=1.672 top1=0.770
  Text input_ids length: 27
  Full sequence length (after vision expansion): 283
  Vision tokens (from seq diff): 256, Text tokens: 27
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 283, 'total_seq_len': 283, 'num_vision_tokens': 256, 'num_text_tokens': 27, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 283)], 'text_ranges': [(256, 283)]}
  D1 [40/175] skill=pick H=2.746 top1=0.197
  Text input_ids length: 30
  Full sequence length (after vision expansion): 286
  Vision tokens (from seq diff): 256, Text tokens: 30
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 286, 'total_seq_len': 286, 'num_vision_tokens': 256, 'num_text_tokens': 30, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 286)], 'text_ranges': [(256, 286)]}
  D1 [41/175] skill=place H=0.227 top1=0.963
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [42/175] skill=place H=4.519 top1=0.198
  Text input_ids length: 23
  Full sequence length (after vision expansion): 279
  Vision tokens (from seq diff): 256, Text tokens: 23
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 279, 'total_seq_len': 279, 'num_vision_tokens': 256, 'num_text_tokens': 23, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 279)], 'text_ranges': [(256, 279)]}
  D1 [43/175] skill=fold H=2.858 top1=0.311
  Text input_ids length: 23
  Full sequence length (after vision expansion): 279
  Vision tokens (from seq diff): 256, Text tokens: 23
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 279, 'total_seq_len': 279, 'num_vision_tokens': 256, 'num_text_tokens': 23, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 279)], 'text_ranges': [(256, 279)]}
  D1 [44/175] skill=place H=3.113 top1=0.449
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [45/175] skill=fold H=0.901 top1=0.789
  Text input_ids length: 17
  Full sequence length (after vision expansion): 273
  Vision tokens (from seq diff): 256, Text tokens: 17
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 273, 'total_seq_len': 273, 'num_vision_tokens': 256, 'num_text_tokens': 17, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 273)], 'text_ranges': [(256, 273)]}
  D1 [46/175] skill=close H=0.023 top1=0.997
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [47/175] skill=turn H=3.583 top1=0.292
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [48/175] skill=turn H=2.403 top1=0.507
  Text input_ids length: 27
  Full sequence length (after vision expansion): 283
  Vision tokens (from seq diff): 256, Text tokens: 27
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 283, 'total_seq_len': 283, 'num_vision_tokens': 256, 'num_text_tokens': 27, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 283)], 'text_ranges': [(256, 283)]}
  D1 [49/175] skill=place H=1.007 top1=0.490
  Text input_ids length: 17
  Full sequence length (after vision expansion): 273
  Vision tokens (from seq diff): 256, Text tokens: 17
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 273, 'total_seq_len': 273, 'num_vision_tokens': 256, 'num_text_tokens': 17, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 273)], 'text_ranges': [(256, 273)]}
  D1 [50/175] skill=open H=0.003 top1=1.000
  Text input_ids length: 17
  Full sequence length (after vision expansion): 273
  Vision tokens (from seq diff): 256, Text tokens: 17
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 273, 'total_seq_len': 273, 'num_vision_tokens': 256, 'num_text_tokens': 17, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 273)], 'text_ranges': [(256, 273)]}
  D1 [51/175] skill=open H=0.015 top1=0.998
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [52/175] skill=move H=2.576 top1=0.549
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [53/175] skill=close H=0.369 top1=0.960
  Text input_ids length: 30
  Full sequence length (after vision expansion): 286
  Vision tokens (from seq diff): 256, Text tokens: 30
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 286, 'total_seq_len': 286, 'num_vision_tokens': 256, 'num_text_tokens': 30, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 286)], 'text_ranges': [(256, 286)]}
  D1 [54/175] skill=place H=0.109 top1=0.982
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [55/175] skill=turn H=0.966 top1=0.815
  Text input_ids length: 23
  Full sequence length (after vision expansion): 279
  Vision tokens (from seq diff): 256, Text tokens: 23
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 279, 'total_seq_len': 279, 'num_vision_tokens': 256, 'num_text_tokens': 23, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 279)], 'text_ranges': [(256, 279)]}
  D1 [56/175] skill=fold H=0.055 top1=0.994
  Text input_ids length: 24
  Full sequence length (after vision expansion): 280
  Vision tokens (from seq diff): 256, Text tokens: 24
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 280, 'total_seq_len': 280, 'num_vision_tokens': 256, 'num_text_tokens': 24, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 280)], 'text_ranges': [(256, 280)]}
  D1 [57/175] skill=fold H=2.261 top1=0.359
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [58/175] skill=fold H=0.616 top1=0.886
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [59/175] skill=open H=0.139 top1=0.984
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [60/175] skill=turn H=3.269 top1=0.456
  Text input_ids length: 24
  Full sequence length (after vision expansion): 280
  Vision tokens (from seq diff): 256, Text tokens: 24
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 280, 'total_seq_len': 280, 'num_vision_tokens': 256, 'num_text_tokens': 24, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 280)], 'text_ranges': [(256, 280)]}
  D1 [61/175] skill=fold H=4.290 top1=0.258
  Text input_ids length: 23
  Full sequence length (after vision expansion): 279
  Vision tokens (from seq diff): 256, Text tokens: 23
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 279, 'total_seq_len': 279, 'num_vision_tokens': 256, 'num_text_tokens': 23, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 279)], 'text_ranges': [(256, 279)]}
  D1 [62/175] skill=fold H=0.067 top1=0.993
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [63/175] skill=open H=0.023 top1=0.997
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [64/175] skill=open H=0.126 top1=0.981
  Text input_ids length: 27
  Full sequence length (after vision expansion): 283
  Vision tokens (from seq diff): 256, Text tokens: 27
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 283, 'total_seq_len': 283, 'num_vision_tokens': 256, 'num_text_tokens': 27, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 283)], 'text_ranges': [(256, 283)]}
  D1 [65/175] skill=pick H=1.399 top1=0.785
  Text input_ids length: 17
  Full sequence length (after vision expansion): 273
  Vision tokens (from seq diff): 256, Text tokens: 17
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 273, 'total_seq_len': 273, 'num_vision_tokens': 256, 'num_text_tokens': 17, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 273)], 'text_ranges': [(256, 273)]}
  D1 [66/175] skill=open H=0.037 top1=0.995
  Text input_ids length: 22
  Full sequence length (after vision expansion): 278
  Vision tokens (from seq diff): 256, Text tokens: 22
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 278, 'total_seq_len': 278, 'num_vision_tokens': 256, 'num_text_tokens': 22, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 278)], 'text_ranges': [(256, 278)]}
  D1 [67/175] skill=place H=0.293 top1=0.949
  Text input_ids length: 17
  Full sequence length (after vision expansion): 273
  Vision tokens (from seq diff): 256, Text tokens: 17
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 273, 'total_seq_len': 273, 'num_vision_tokens': 256, 'num_text_tokens': 17, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 273)], 'text_ranges': [(256, 273)]}
  D1 [68/175] skill=open H=5.133 top1=0.097
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [69/175] skill=close H=1.847 top1=0.544
  Text input_ids length: 24
  Full sequence length (after vision expansion): 280
  Vision tokens (from seq diff): 256, Text tokens: 24
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 280, 'total_seq_len': 280, 'num_vision_tokens': 256, 'num_text_tokens': 24, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 280)], 'text_ranges': [(256, 280)]}
  D1 [70/175] skill=fold H=2.655 top1=0.489
  Text input_ids length: 23
  Full sequence length (after vision expansion): 279
  Vision tokens (from seq diff): 256, Text tokens: 23
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 279, 'total_seq_len': 279, 'num_vision_tokens': 256, 'num_text_tokens': 23, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 279)], 'text_ranges': [(256, 279)]}
  D1 [71/175] skill=fold H=0.003 top1=1.000
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [72/175] skill=close H=0.019 top1=0.998
  Text input_ids length: 17
  Full sequence length (after vision expansion): 273
  Vision tokens (from seq diff): 256, Text tokens: 17
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 273, 'total_seq_len': 273, 'num_vision_tokens': 256, 'num_text_tokens': 17, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 273)], 'text_ranges': [(256, 273)]}
  D1 [73/175] skill=close H=0.544 top1=0.919
  Text input_ids length: 21
  Full sequence length (after vision expansion): 277
  Vision tokens (from seq diff): 256, Text tokens: 21
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 277, 'total_seq_len': 277, 'num_vision_tokens': 256, 'num_text_tokens': 21, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 277)], 'text_ranges': [(256, 277)]}
  D1 [74/175] skill=place H=0.500 top1=0.945
  Text input_ids length: 21
  Full sequence length (after vision expansion): 277
  Vision tokens (from seq diff): 256, Text tokens: 21
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 277, 'total_seq_len': 277, 'num_vision_tokens': 256, 'num_text_tokens': 21, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 277)], 'text_ranges': [(256, 277)]}
  D1 [75/175] skill=fold H=5.357 top1=0.085
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [76/175] skill=turn H=5.375 top1=0.098
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [77/175] skill=place H=1.753 top1=0.494
  Text input_ids length: 20
  Full sequence length (after vision expansion): 276
  Vision tokens (from seq diff): 256, Text tokens: 20
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 276, 'total_seq_len': 276, 'num_vision_tokens': 256, 'num_text_tokens': 20, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 276)], 'text_ranges': [(256, 276)]}
  D1 [78/175] skill=pick H=0.386 top1=0.897
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [79/175] skill=close H=0.019 top1=0.998
  Text input_ids length: 23
  Full sequence length (after vision expansion): 279
  Vision tokens (from seq diff): 256, Text tokens: 23
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 279, 'total_seq_len': 279, 'num_vision_tokens': 256, 'num_text_tokens': 23, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 279)], 'text_ranges': [(256, 279)]}
  D1 [80/175] skill=place H=3.567 top1=0.342
  Text input_ids length: 21
  Full sequence length (after vision expansion): 277
  Vision tokens (from seq diff): 256, Text tokens: 21
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 277, 'total_seq_len': 277, 'num_vision_tokens': 256, 'num_text_tokens': 21, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 277)], 'text_ranges': [(256, 277)]}
  D1 [81/175] skill=place H=4.478 top1=0.151
  Text input_ids length: 24
  Full sequence length (after vision expansion): 280
  Vision tokens (from seq diff): 256, Text tokens: 24
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 280, 'total_seq_len': 280, 'num_vision_tokens': 256, 'num_text_tokens': 24, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 280)], 'text_ranges': [(256, 280)]}
  D1 [82/175] skill=fold H=0.696 top1=0.901
  Text input_ids length: 21
  Full sequence length (after vision expansion): 277
  Vision tokens (from seq diff): 256, Text tokens: 21
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 277, 'total_seq_len': 277, 'num_vision_tokens': 256, 'num_text_tokens': 21, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 277)], 'text_ranges': [(256, 277)]}
  D1 [83/175] skill=place H=1.539 top1=0.475
  Text input_ids length: 17
  Full sequence length (after vision expansion): 273
  Vision tokens (from seq diff): 256, Text tokens: 17
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 273, 'total_seq_len': 273, 'num_vision_tokens': 256, 'num_text_tokens': 17, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 273)], 'text_ranges': [(256, 273)]}
  D1 [84/175] skill=close H=0.173 top1=0.981
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [85/175] skill=turn H=4.499 top1=0.261
  Text input_ids length: 25
  Full sequence length (after vision expansion): 281
  Vision tokens (from seq diff): 256, Text tokens: 25
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 281, 'total_seq_len': 281, 'num_vision_tokens': 256, 'num_text_tokens': 25, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 281)], 'text_ranges': [(256, 281)]}
  D1 [86/175] skill=place H=5.313 top1=0.209
  Text input_ids length: 24
  Full sequence length (after vision expansion): 280
  Vision tokens (from seq diff): 256, Text tokens: 24
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 280, 'total_seq_len': 280, 'num_vision_tokens': 256, 'num_text_tokens': 24, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 280)], 'text_ranges': [(256, 280)]}
  D1 [87/175] skill=place H=2.289 top1=0.500
  Text input_ids length: 26
  Full sequence length (after vision expansion): 282
  Vision tokens (from seq diff): 256, Text tokens: 26
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 282, 'total_seq_len': 282, 'num_vision_tokens': 256, 'num_text_tokens': 26, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 282)], 'text_ranges': [(256, 282)]}
  D1 [88/175] skill=pick H=0.683 top1=0.876
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [89/175] skill=place H=0.736 top1=0.809
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [90/175] skill=open H=2.201 top1=0.400
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [91/175] skill=place H=0.173 top1=0.966
  Text input_ids length: 19
  Full sequence length (after vision expansion): 275
  Vision tokens (from seq diff): 256, Text tokens: 19
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 275, 'total_seq_len': 275, 'num_vision_tokens': 256, 'num_text_tokens': 19, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 275)], 'text_ranges': [(256, 275)]}
  D1 [92/175] skill=turn H=1.812 top1=0.418
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 274, 'total_seq_len': 274, 'num_vision_tokens': 256, 'num_text_tokens': 18, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 274)], 'text_ranges': [(256, 274)]}
  D1 [93/175] skill=close H=1.862 top1=0.735
  Text input_ids length: 31
  Full sequence length (after vision expansion): 287
  Vision tokens (from seq diff): 256, Text tokens: 31
  Token boundaries: {'vision_start': 0, 'vision_end': 256, 'text_start': 256, 'text_end': 287, 'total_seq_len': 287, 'num_vision_tokens': 256, 'num_text_tokens': 31, 'pre_image_tokens': 0, 'text_query_ranges': [(256, 287)], 'text_ranges': [(256, 287)]}
  D1 [94/175] skill=move H=0.772 top1=0.919
  Text input_ids length: 18
  Full sequence length (after vision expansion): 274
  Vision tokens (from seq diff): 256, Text tokens: 18
